GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
51527       14   96819789   96855127     54       9  161405      -1.4552      0.92719
122481      14   96848448   96957264    257      32  161405       1.1531      0.12443
10914       14   96958713   97034953    122      14  161405       3.1384   0.00084944
7443        14   97253684   97349451    246      24  161405       1.6045     0.054304
283598      14   99167950   99185603     63      15  161405       2.4709    0.0067386
64919       14   99634124   99748514    281      36  161405       5.5215   1.6803e-08
84193       14   99862583   99957228    108       7  161405        2.247     0.012321
8812        14   99937695   99979352     40       6  161405       2.3558    0.0092419
317762      14   99976103  100080727    398      31  161405       2.1657     0.015167
84439       14  100101480  100144511    123      15  161405     -0.49823      0.69084
10858       14  100140755  100195138    131      18  161405       1.3851     0.083016
2009        14  100194056  100409897    623      44  161405       2.3102     0.010438
51466       14  100475719  100612073    375      30  161405       1.3135     0.094499
123099      14  100611253  100636012     64      13  161405       1.7726     0.038151
7528        14  100695102  100746871    103      10  161405     -0.92091      0.82145
123096      14  100744014  100782884     74      17  161405    -0.065349      0.52605
283600      14  100779679  100798215     39      10  161405       1.5506     0.060495
7453        14  100798625  100852680    142      10  161405        1.639     0.050609
79446       14  100832755  100998140    257      24  161405       2.0485     0.020255
57596       14  101001984  101046131    107      15  161405       2.1111     0.017384
8788        14  101183202  101202967     55      16  161405       1.4925     0.067785
388015      14  101345069  101369826     80      24  161405      0.31308      0.37711
1735        14  102017688  102031289     15       6  161405       1.8003     0.035907
5527        14  102216910  102395829    487      45  161405      0.71913      0.23603
1778        14  102420865  102518635    189      19  161405      0.12134      0.45171
3320        14  102545575  102616086    168      20  161405       1.8019      0.03578
91833       14  102596189  102691510    217      25  161405       1.4392      0.07504
5891        14  102689334  102781537    232      22  161405       1.4171     0.078222
55778       14  102773714  102811011     91      17  161405       1.9412     0.026119
51550       14  102813119  102839253     48      11  161405       1.5601      0.05937
9895        14  102819300  102970318    429      18  161405       1.0671      0.14296
122416      14  102971679  102986128     48      10  161405       2.5842    0.0048807
23186       14  103048996  103198413    363      18  161405      0.42003      0.33723
7187        14  103233816  103379337    303      20  161405       3.7946   7.3942e-05
81693       14  103378993  103398679     43      14  161405       3.7548   8.6745e-05
9578        14  103397216  103533742    308      28  161405       1.0586       0.1449
91828       14  103551044  103578396     79      16  161405       0.7475      0.22738
7127        14  103579762  103605276     55      13  161405        1.509      0.06565
1983        14  103790339  103812862     74      12  161405       4.7076   1.2535e-06
4140        14  103841701  103971668    289      10  161405        4.492   3.5285e-06
1152        14  103984495  103999196     29       6  161405        5.014   2.6651e-07
115708      14  103985509  104004910     45       7  161405       4.5498   2.6854e-06
84334       14  104019299  104058736     73       9  161405       6.4187   6.8699e-11
9529        14  104021381  104039151     29       4  161405       6.2412   2.1708e-10
3831        14  104085525  104169388    177      18  161405       5.1106   1.6058e-07
7517        14  104162445  104191823     55      12  161405       6.7907   5.5792e-12
79038       14  104172081  104201505     56      12  161405       7.2326   2.3683e-13
23368       14  104198588  104325116    268      10  161405       7.2702   1.7954e-13
9556        14  104377125  104397903     76       8  161405       2.6594    0.0039143
122402      14  104384776  104520504    425      19  161405       2.7679    0.0028212
647286      14  104405263  104418645     47       6  161405       2.4377    0.0073905
374569      14  104542019  104580600    114      19  161405       0.9025       0.1834
26153       14  104595060  104648735    226      39  161405      0.13746      0.44533
400258      14  105036056  105057684     57       8  161405      0.74228      0.22896
388021      14  105057830  105081097     75       8  161405       1.0609      0.14436
64423       14  105137902  105187447    189      32  161405      0.67654      0.24935
122622      14  105180534  105215162    114      17  161405       1.2397      0.10754
10572       14  105209470  105227496     58      10  161405      0.73665      0.23067
207         14  105234186  105272080    101      21  161405       0.5637      0.28648
100128927   14  105256933  105272549     35       8  161405       1.2506      0.10554
283638      14  105321650  105364607    140      13  161405     -0.92882      0.82351
122618      14  105381153  105401073     63       8  161405      0.53602      0.29597
113146      14  105402090  105454694    154      17  161405      0.41462      0.33921
122616      14  105442125  105467556     63      11  161405      -1.2201      0.88878
55038       14  105474410  105497425     87       6  161405       -1.762      0.96096
29933       14  105514226  105541887     62       6  161405      -1.5874      0.94379
3714        14  105605818  105645161     90      10  161405       2.2053     0.013717
256281      14  105637774  105657660     37       4  161405       2.3638    0.0090432
2972        14  105674123  105791914    253      14  161405       1.5929     0.055589
90135       14  105704879  105718930     35       3  161405       1.8159     0.034693
23241       14  105757170  105865984     99      25  161405       1.5257     0.063547
647310      14  105854920  105881696     18      11  161405      0.44794       0.3271
9112        14  105876186  105938566     60      24  161405      0.85938      0.19507
1397        14  105929275  105948007     16       8  161405     -0.56832      0.71509
1396        14  105942892  105956628     16       7  161405       0.4232      0.33608
283643      14  105946192  105967085     34      15  161405       1.0571      0.14522
80757       14  105982953  105998054     14       2  161405       1.5134     0.065088
3492        14  106031114  107298051   1888      56  161405       1.2996      0.09687
101928039   15   22537079   22552532     11       5  161405      0.79091       0.2145
114791      15   22823395   22875391    106       9  161405      -1.2382      0.89218
23191       15   22882667   23005103    462      72  161405     -0.47447      0.68242
81614       15   23003184   23044427    175      21  161405       2.2454     0.012371
123606      15   23041779   23096843    197      27  161405       1.5774     0.057346
283685      15   23683035   23702390     48       3  161405     -0.65649      0.74425
7681        15   23800454   23822264     32       6  161405      0.25182      0.40059
54551       15   23887196   23902993     35       7  161405     -0.11202       0.5446
4692        15   23929054   23942450     28       8  161405      0.65648      0.25576
23742       15   24910541   24930093     86      10  161405      0.83678      0.20136
6638        15   25058794   25225230    623      92  161405       1.7442     0.040559
8926        15   25190070   25225229     59       9  161405       1.5244     0.063709
7337        15   25580894   25694190    207      17  161405     -0.79877      0.78779
57194       15   25922359   26120304    838      86  161405     0.031381      0.48748
2562        15   26787193   27028935    733      79  161405       1.5736     0.057789
2558        15   27101866   27195857    270      37  161405       2.4478    0.0071872
2567        15   27206429   27779873   1670     159  161405    -0.056849      0.52267
4948        15   27998521   28354483    969      50  161405       1.5823     0.056795
8924        15   28354683   28577313    175      12  161405       1.1648      0.12204
653720      15   28942417   28974922     39       5  161405     -0.80889      0.79071
321         15   29201570   29412018    588      29  161405      0.49249      0.31119
23359       15   29410955   29872927   1432     101  161405       1.4349     0.075658
56160       15   29558853   29572020     27       6  161405      -1.1286      0.87048
7082        15   29990838   30271038    660      53  161405       1.5953     0.055327
653073      15   30365038   30387584     20       3  161405        -1.62      0.94739
728498      15   30885562   30911452      5       3  161405     0.068645      0.47264
101927579   15   30898945   30916677      8       4  161405     -0.31998      0.62551
89839       15   30908879   30932513     18       5  161405     -0.74642      0.77229
22909       15   31181703   31236811    139      19  161405     -0.13308      0.55294
54893       15   31219354   31293807    193      18  161405      0.53538      0.29619
4308        15   31291764   31463476    543      58  161405     -0.74865      0.77297
283710      15   31513470   31533050     85      14  161405       1.0646      0.14354
51621       15   31609083   31671602    133      20  161405        3.616   0.00014958
161725      15   31772384   32172875    940      36  161405      0.81693      0.20698
1139        15   32312686   32463884    295      36  161405       1.0427      0.14855
100653133   15   32779704   32802538      2       1  161405      -1.5842      0.94342
101928042   15   32891142   32906092     13       5  161405      0.31056      0.37807
9824        15   32896720   32933368     54      11  161405      0.81039      0.20886
6447        15   32923757   32990799    188      47  161405      0.54863      0.29163
26585       15   33000175   33028370     79      13  161405      0.58662      0.27873
342184      15   33056245   33496934   1876     119  161405       1.7618     0.039048
6263        15   33593177   34159804   2223     185  161405       2.1031     0.017728
57099       15   34156928   34341303    641      40  161405       1.2558      0.10459
1133        15   34250446   34358795    308      19  161405      -0.3202      0.62559
56851       15   34374723   34404053     64       9  161405      -1.7548      0.96035
161779      15   34384274   34398091     26       5  161405      -1.4511      0.92662
79768       15   34431375   34512297    284      14  161405         1.16      0.12302
51234       15   34507214   34523857     67      10  161405      0.69545      0.24339
9990        15   34520697   34640265    494      21  161405      0.35175      0.36251
256646      15   34625458   34651436     96      15  161405       1.3245     0.092661
55505       15   34632417   34645362     54       9  161405      0.96671      0.16684
254531      15   34649589   34669397     72      18  161405       2.9853    0.0014164
23015       15   34669769   34739667     38       8  161405       0.6258      0.26572
440270      15   34815796   34885836     96      12  161405      -1.0918      0.86254
57369       15   35043142   35056782     48       8  161405       2.6474    0.0040552
70          15   35078797   35097927     75      30  161405       3.5124   0.00022203
9716        15   35147052   35271995    278      17  161405      0.57467      0.28276
54989       15   35269042   35290497     47       9  161405      0.27708      0.39086
89978       15   35656170   35848597    433      25  161405     -0.80461      0.78948
84529       15   36861812   37103949    635      44  161405      0.83538      0.20175
4212        15   37181722   37403500    431      71  161405       1.6587     0.048585
145942      15   38216801   38245123     54       9  161405       1.3931     0.081788
161742      15   38534925   38650950    354      10  161405      0.39396      0.34681
283742      15   38736328   38778563    137      14  161405       1.8058     0.035474
10125       15   38778802   38867661    190      24  161405       2.8923    0.0019123
400359      15   38978799   38993739     54       8  161405       1.0646      0.14353
400360      15   39532885   39548548     45      10  161405      0.33143      0.37016
7057        15   39863280   39891168     52       7  161405       1.7792     0.037606
161835      15   39884922   40085039    625      24  161405       3.1836    0.0007274
11245       15   40089723   40223093    269      29  161405       2.7394    0.0030773
440275      15   40216331   40329297    334      26  161405       2.3212     0.010137
6727        15   40326391   40341389     39       9  161405       1.2102      0.11311
90427       15   40378591   40411088     56      14  161405     -0.66825      0.74801
701         15   40443210   40514837    118       9  161405       1.3923     0.081922
56924       15   40499629   40571188    168      40  161405       4.2889   8.9788e-06
644809      15   40541365   40555110     43      10  161405       2.4687     0.006781
100131244   15   40572145   40584787     20       5  161405       5.1515    1.292e-07
5330        15   40574961   40610174     64      15  161405       4.9396   3.9147e-07
100505573   15   40605733   40620416     34       9  161405       2.2917      0.01096
388115      15   40622153   40643168     68      19  161405       1.6523     0.049238
644844      15   40633234   40650135     56      18  161405       1.5308     0.062907
85455       15   40640434   40664756     68      15  161405        1.895     0.029049
90417       15   40664922   40687989     59       9  161405       1.5236     0.063806
3712        15   40687686   40729646    100      11  161405       1.1296      0.12933
22893       15   40723411   40761941     46      14  161405       1.6446      0.05003
113189      15   40753160   40766857     20       6  161405      0.47941      0.31582
90416       15   40822583   40867252    134      11  161405       1.2735      0.10141
27079       15   40851503   40868166     60       7  161405      0.52139      0.30105
57082       15   40876447   40956381    161      13  161405       1.0728      0.14169
5888        15   40977327   41025856     96       9  161405      0.22625       0.4105
55177       15   41026585   41057458     58      10  161405      0.70098      0.24166
2644        15   41046285   41061411     31      11  161405      0.85887      0.19521
643338      15   41052159   41066147     24       7  161405      0.18769      0.42556
55192       15   41058567   41109676     95      12  161405       1.0339       0.1506
84936       15   41089274   41108267     53       7  161405      0.99818       0.1591
54866       15   41106143   41131283     45       8  161405       1.8032      0.03568
6692        15   41126246   41151353     58       7  161405       1.0659      0.14323
171177      15   41162912   41176487     29       2  161405      0.77515      0.21913
57617       15   41176628   41197673     43       5  161405      0.65679      0.25566
54567       15   41211531   41232758     22       5  161405      0.85556      0.19612
79094       15   41235636   41250217     19       5  161405       1.5139     0.065032
54617       15   41269578   41418340    135      14  161405       1.2595      0.10393
161829      15   41473426   41532955    217      12  161405      0.87196      0.19162
11261       15   41513341   41575585    156      13  161405      0.70387      0.24076
11339       15   41599966   41634819     68       7  161405      -1.0417      0.85122
51203       15   41614892   41674748     91       9  161405     -0.87051      0.80799
51103       15   41678047   41704658     33       5  161405     -0.47624      0.68305
23168       15   41699302   41777261    109      11  161405     -0.57188       0.7163
3706        15   41776056   41797257     38       7  161405      -1.2812      0.89995
4058        15   41794340   41816085     51      10  161405      0.40366      0.34323
26015       15   41807874   41846464    105      11  161405     -0.63719        0.738
7301        15   41841220   41873036     56      11  161405    0.0044401      0.49823
23269       15   41903432   42063641    290      18  161405      0.87699      0.19025
23005       15   42056632   42121553    100      14  161405      0.40876      0.34136
100137047   15   42110283   42131285     55       7  161405     0.050768      0.47976
8681        15   42110283   42141846     94      11  161405      0.21865      0.41346
100137049   15   42121011   42141846     75       9  161405      0.24706      0.40243
51332       15   42138844   42196275    184      28  161405     -0.87052      0.80799
30844       15   42190138   42274755    235      30  161405       1.7677      0.03856
123745      15   42272280   42352901    370      36  161405       1.2259      0.11012
283748      15   42358381   42396752    167      12  161405      0.51561      0.30306
255189      15   42431832   42458839     66      15  161405     0.051451      0.47948
23339       15   42449399   42510524     97      12  161405       1.8595     0.031477
25963       15   42501226   42575797    108      14  161405       1.5906     0.055849
2595        15   42556366   42648099    239      11  161405       1.8626     0.031259
825         15   42636545   42706015    175      11  161405       1.8157     0.034709
64397       15   42703516   42793390    171      18  161405       1.5775     0.057335
8773        15   42773442   42826759     71       9  161405       2.0549     0.019947
55142       15   42831011   42863692     54       9  161405       1.7945     0.036366
255252      15   42833220   42851002     29       7  161405       2.1716     0.014945
57519       15   42857857   43014696    208      19  161405       1.0624      0.14402
146059      15   43014260   43039417     42       5  161405      0.53918      0.29488
146057      15   43029428   43223037    212      25  161405       1.4166     0.078302
197131      15   43233595   43408286    169      17  161405       1.2229      0.11069
80021       15   43415722   43478842     55      12  161405       2.5765      0.00499
23582       15   43467466   43490875     16       6  161405       2.5691    0.0050984
2038        15   43487925   43523323     23       6  161405       2.4942    0.0063122
9333        15   43523293   43569055     66       6  161405       4.2968   8.6649e-06
116179      15   43566979   43604453     41       6  161405       4.7267   1.1409e-06
161823      15   43612872   43647596     76       8  161405       4.9278   4.1573e-07
9836        15   43618474   43632820     25       4  161405       4.5932   2.1824e-06
146050      15   43648870   43673226     40       5  161405       4.9956   2.9321e-07
27229       15   43653257   43699758     73       7  161405       4.6563   1.6097e-06
7158        15   43693762   43812707    209      12  161405       5.4195    2.989e-08
4130        15   43793165   43825318     40       7  161405       5.6295   9.0349e-09
9677        15   43824160   43892451     37       6  161405       4.7903    8.326e-07
1159        15   43875055   43893104      8       1  161405        3.515   0.00021987
161497      15   43890185   44012286    104      10  161405       5.3107   5.4591e-08
117155      15   43921272   43951039     47       7  161405       5.6647   7.3645e-09
548596      15   43975084   43992920      6       2  161405       4.7358   1.0908e-06
2923        15   44028326   44066304     51       6  161405       5.7742   3.8667e-09
10169       15   44059294   44089787     40       6  161405        5.926   1.5518e-09
80237       15   44063298   44079502     22       4  161405       6.1124   4.9086e-10
25764       15   44082619   44096287     12       4  161405       5.7706   3.9494e-09
619189      15   44084872   44102295     15       4  161405       4.9062   4.6423e-07
4236        15   44095233   44126951     42       4  161405       4.8728   5.5003e-07
79968       15   44109112   44162117     73       6  161405       4.7387   1.0753e-06
84978       15   44161462   44497429    472      21  161405       4.4861   3.6272e-06
113201      15   44570909   44709459    183       8  161405      0.41356       0.3396
51496       15   44709579   44820955    170      10  161405      0.87047      0.19202
8669        15   44819266   44856501     59       5  161405      0.97625      0.16447
80208       15   44853394   44965876     67      29  161405      0.89519      0.18534
197135      15   44956430   44980894     15       7  161405     -0.39068      0.65198
567         15   44993685   45011857     26       9  161405      0.85382       0.1966
140691      15   45018314   45061527    135      12  161405      0.79065      0.21458
145645      15   45238900   45272921     89       7  161405      -2.6718      0.99623
6652        15   45305302   45368787    127      16  161405      -1.9131      0.97213
50506       15   45383351   45416537     67       8  161405      0.72021       0.2357
405753      15   45396523   45411804     32       5  161405      0.70135      0.24154
90527       15   45408064   45432075     46      12  161405      0.10989      0.45625
53905       15   45412192   45459276    112      17  161405     -0.44181      0.67069
90525       15   45457912   45503373     79      11  161405      0.14645      0.44178
9153        15   45534428   45569632    117       7  161405      0.74842       0.2271
2628        15   45651822   45680980     62       4  161405       1.2068      0.11375
79029       15   45684514   45715117     42       5  161405       1.0184      0.15425
84419       15   45712727   45727147     17       3  161405       1.0248      0.15272
7782        15   45773176   45825005     38       8  161405       1.5368      0.06217
26258       15   45869417   45903409     47       5  161405       1.8687     0.030835
58472       15   45913346   45984992    283      33  161405      0.47814      0.31628
80031       15   47466403   48067920   1703      60  161405       4.1453   1.6966e-05
283652      15   48403169   48436426      5       3  161405     -0.29119      0.61455
50804       15   48430129   48480714      7       4  161405     -0.74298      0.77125
399697      15   48460546   48497451      2       1  161405     -0.61844      0.73186
6557        15   48488498   48597775    144      10  161405      -1.6774      0.95327
1854        15   48613215   48637070     21       5  161405      -1.3931       0.9182
2200        15   48699003   48947985    389      16  161405      0.32538      0.37245
22995       15   49028635   49114092    145      19  161405       -1.855       0.9682
399694      15   49114434   49265641    371      48  161405     -0.79304      0.78612
23741       15   49160290   49173880     34       9  161405      0.23743      0.40616
9728        15   49279335   49348760    123      14  161405       3.5103    0.0002238
9318        15   49415971   49457854     94      13  161405       3.2456   0.00058593
2585        15   49437974   49661455    575      18  161405       2.9355    0.0016653
196951      15   49617322   49923128    846      25  161405       2.5333    0.0056497
2252        15   49705375   49781023    235      21  161405        1.583     0.056711
56986       15   49903226   49938833    103       9  161405       2.0478     0.020291
79895       15   50148935   50421419    709      48  161405       1.8151     0.034753
11001       15   50464393   50530089    256      22  161405       2.1237     0.016846
3067        15   50532644   50568162     99      20  161405       1.3523     0.088135
2553        15   50567889   50657605    201      13  161405       1.8668     0.030967
9101        15   50706579   50794780    258      16  161405     -0.52258      0.69937
373509      15   50791259   50848902    184      16  161405     -0.18329      0.57271
54822       15   50847851   50989012    411      17  161405      0.23596      0.40673
84888       15   50998230   51067910    240      21  161405       1.2374      0.10797
23431       15   51190780   51299597    259      14  161405       3.1339   0.00086252
388121      15   51347298   51407473    121      16  161405       4.1116   1.9646e-05
1588        15   51498754   51640795    359      29  161405       3.3695   0.00037653
342035      15   51623713   51701710    312      27  161405       2.1751      0.01481
23312       15   51738421   51925030    413      17  161405       2.5219    0.0058354
29106       15   51963550   52014723    118      15  161405      0.79062      0.21458
256586      15   52013761   52053650    107       9  161405      0.76746       0.2214
29767       15   52033758   52110060    207      13  161405      0.84597      0.19878
29766       15   52111825   52205835    219      11  161405      0.61782      0.26835
123169      15   52228722   52273995     95       6  161405      0.55762      0.28855
5597        15   52286377   52359962    124      15  161405     -0.16369      0.56501
10017       15   52399990   52414972     38       8  161405     -0.13094      0.55209
10681       15   52411623   52493565    227      21  161405    -0.011926      0.50476
55930       15   52483015   52597995    302      32  161405       3.1956   0.00069774
4644        15   52597980   52831247    578      15  161405       3.1908   0.00070944
10776       15   52837884   52871436     83      11  161405       3.0367     0.001196
56204       15   52872018   52981569    193      17  161405       3.6412   0.00013566
3175        15   53047660   53092209     99      19  161405      0.91228      0.18081
101928499   15   53090863   53107139     40       8  161405      0.85063      0.19749
256764      15   53804438   54065075   1019      41  161405       1.2468      0.10624
440279      15   54260557   54922306   2546     109  161405       2.2599     0.011914
51187       15   55472012   55499231    110       8  161405     -0.85924      0.80489
5873        15   55493664   55592034    323      28  161405       1.9357     0.026454
9488        15   55601133   55649406    148      18  161405       2.6318    0.0042462
9236        15   55645921   55710708    225      16  161405       1.1024      0.13513
145788      15   55690723   55712410     80      10  161405       1.0077      0.15679
161582      15   55708453   55810432    310      23  161405       1.2597      0.10389
26108       15   55835305   55891050    195      19  161405      0.98353      0.16267
283659      15   55902238   56045847    346      23  161405       2.7231    0.0032336
4734        15   56117620   56295835    663      24  161405       2.2543     0.012089
64864       15   56377979   56545728    424      17  161405       3.5018   0.00023106
374618      15   56526207   56740532    581      22  161405       3.0846    0.0010193
55329       15   56719429   56767335    107      15  161405       2.8736    0.0020294
54816       15   56920874   57036279    212      18  161405       2.0013     0.022681
6938        15   57200833   57582216    920      22  161405      0.53184      0.29742
84952       15   57658703   57844425    734      75  161405      0.12644      0.44969
100820829   15   57874102   57979062    313      27  161405       2.7989    0.0025636
145781      15   57874102   58011255    371      38  161405       2.8241    0.0023708
81488       15   57988901   58011253     44      10  161405      0.61106      0.27058
8854        15   58244122   58368121    346      14  161405    0.0066596      0.49734
366         15   58420374   58479610    201      27  161405       1.4554     0.072776
101928635   15   58504234   58552179    150      22  161405      0.16457      0.43464
3990        15   58692953   58862573    610      87  161405       4.4585   4.1274e-06
102         15   58885903   59052177    320      20  161405       4.5883   2.2347e-06
54629       15   59053393   59151254    201      20  161405       3.8116   6.9025e-05
79811       15   59169744   59236323     82      10  161405       4.5158   3.1542e-06
54778       15   59269865   59391118    287      22  161405       4.5615   2.5398e-06
9133        15   59387284   59418744     55       7  161405        4.609   2.0227e-06
4643        15   59426668   59675071    729      63  161405      0.46669      0.32036
92483       15   59489015   59502287     72       8  161405     -0.45494      0.67543
145773      15   59720372   59817251    277      21  161405      0.33413      0.36914
9245        15   59893982   59913710     66       9  161405    -0.071243       0.5284
2958        15   59928761   59959737     96       6  161405       2.1243     0.016821
663         15   59949845   59991728    178       9  161405       2.3013     0.010689
27023       15   60286421   60299642     25       9  161405      0.41588      0.33875
302         15   60637850   60700185    149      24  161405      0.11174      0.45552
79664       15   60710308   60781359    125      12  161405       1.8462     0.032431
6095        15   60778983   61531502   2005     211  161405       4.6844   1.4038e-06
54832       15   62143088   62362664    522      20  161405       1.2554      0.10467
145741      15   62349176   62364616     34       6  161405       1.2443       0.1067
388125      15   62454234   62468359     36       7  161405       1.5749     0.057642
83660       15   62672769   63138330   1231     115  161405       3.7431     9.09e-05
7168        15   63324838   63365614    141      17  161405      0.31099       0.3779
114294      15   63403999   63435760     90       7  161405       1.4463     0.074041
51065       15   63444039   63459741     43       8  161405        1.282     0.099917
51762       15   63471728   63561475    193      24  161405       3.0633    0.0010945
83464       15   63559749   63602825     92      18  161405       1.5827     0.056743
771         15   63614230   63684326    162      26  161405       1.5519     0.060341
9960        15   63786710   63888339    244      22  161405      0.55974      0.28783
283807      15   63879327   63896127     36       8  161405       1.1377      0.12762
8925        15   63899317   64136148    570      21  161405      0.83319      0.20237
23604       15   64197735   64373614    529      31  161405       1.8211     0.034292
84191       15   64363261   64396207     70       8  161405        3.044    0.0011672
6642        15   64376275   64437933    107      11  161405       3.1164   0.00091543
79856       15   64433899   64451180     32       7  161405       3.4799   0.00025083
5479        15   64446514   64465354     32       7  161405       3.2667   0.00054413
53944       15   64456216   64675968    355      17  161405       4.3352   7.2828e-06
9768        15   64655693   64689914     53       8  161405       3.9001   4.8068e-05
9325        15   64670003   64749002    128      16  161405       3.3707   0.00037486
23060       15   64781619   64979767    348      20  161405       3.2766   0.00052524
4947        15   64978273   65005462     45      10  161405       3.0665     0.001083
348093      15   65030593   65077770    115      12  161405        2.602    0.0046339
80119       15   65106331   65127867     81      10  161405       1.1871      0.11759
80301       15   65124082   65161701    119      11  161405       1.2773      0.10075
348094      15   65194095   65252542    140      25  161405       1.0589      0.14482
51324       15   65253863   65292251    110      12  161405    -0.090339      0.53599
123263      15   65292350   65331977     92      15  161405      0.22822      0.40974
123264      15   65327708   65347234     24       6  161405       1.2669       0.1026
51285       15   65336419   65370707     59       9  161405       1.8636     0.031186
390594      15   65359154   65373776     24       6  161405       1.9297     0.026823
390595      15   65383608   65415985     26      11  161405     0.054934       0.4781
10081       15   65408217   65436174     21       9  161405       -0.331      0.62968
10845       15   65441284   65487563     34       7  161405       -1.351      0.91165
8483        15   65486837   65513840     42       5  161405       1.5237     0.063789
54956       15   65548936   65589212     89      10  161405      0.54062      0.29438
9543        15   65617965   65680378    140      26  161405       0.4459      0.32783
57722       15   65672325   65725410    111      21  161405      0.13048      0.44809
54878       15   65733305   65820040    186      14  161405      0.52993      0.29808
51495       15   65812804   65872193    115       9  161405     -0.21616      0.58557
81556       15   65869595   65913627     76       7  161405      0.21188       0.4161
9187        15   65893618   65954834    107       8  161405     0.068667      0.47263
10260       15   65951454   66094631    257      13  161405       2.4426    0.0072913
8766        15   66151629   66185829     69      10  161405     -0.23606      0.59331
84465       15   66186134   66556075   1130     109  161405       1.6907      0.04545
115752      15   66575633   66627736    131      21  161405      0.14864      0.44092
54962       15   66627508   66689074    160      22  161405     -0.15005      0.55964
5604        15   66669182   66785382    309      20  161405     -0.52327      0.69961
10302       15   66781166   66800146     50      10  161405     -0.76361      0.77745
55055       15   66787431   66843323    164      17  161405    -0.068007      0.52711
6124        15   66790153   66826870    100      13  161405     -0.34961      0.63668
197021      15   66838306   66868317     94      16  161405      0.51188      0.30437
4091        15   66984674   67075838    254      28  161405     -0.13718      0.55455
4088        15   67348036   67489033    393      54  161405       1.5052      0.06613
79719       15   67491513   67557536    118       9  161405       1.6809     0.046395
64799       15   67537138   67795642    411      23  161405       2.3261     0.010006
145853      15   67803522   67821141     44       4  161405       2.7951     0.002594
5607        15   67825021   68100955    590      25  161405        3.874   5.3527e-05
390598      15   68102042   68127998     78      10  161405       3.4299   0.00030185
8554        15   68336572   68485297    167      19  161405     -0.58186      0.71967
91860       15   68481543   68508448     34       4  161405      -1.0618      0.85583
54982       15   68497830   68532081     68       5  161405      -1.0067      0.84295
10116       15   68560141   68585140     35       8  161405      0.77709      0.21855
22801       15   68589628   68734502    568      59  161405      -1.2839      0.90041
10391       15   68841614   69021645    538      50  161405     0.085004      0.46613
8125        15   69069374   69123261    108      15  161405       1.3169      0.09394
246777      15   69212839   69240650     39       7  161405     -0.67827       0.7512
79400       15   69212839   69351001    210      20  161405     -0.28781      0.61326
26035       15   69442921   69566046    210      16  161405       2.8537    0.0021606
54852       15   69581294   69701476    252      17  161405      0.43809      0.33066
9493        15   69696585   69742266     42       7  161405      0.92773      0.17677
6176        15   69735159   69749384     19       4  161405       0.9167      0.17965
7090        15   70338629   70400274    170      30  161405      0.82562      0.20451
55075       15   70945393   71065932    176      16  161405       1.1145      0.13254
55323       15   71122389   71156498     58      10  161405      0.58143      0.28048
54839       15   71135578   71343936    230      22  161405     -0.31643      0.62416
56906       15   71172181   71194772     28      10  161405      0.32902      0.37107
79875       15   71397935   72077222   2122     153  161405     0.044513      0.48225
196993      15   71401083   71417929     36       9  161405      0.81212      0.20836
10002       15   72092888   72112100     38      10  161405      0.95264      0.17039
4649        15   72113132   72420440    441      19  161405       1.2332      0.10875
123228      15   72396599   72434811     58       7  161405       1.2844     0.099497
196996      15   72450647   72500136     62      10  161405       1.4048     0.080043
5315        15   72489870   72533901     67      11  161405       1.1965      0.11575
56965       15   72532022   72574885     85      12  161405      0.89208      0.18618
60677       15   72575568   72622525    103      11  161405        1.566     0.058669
3073        15   72634278   72679474     66       7  161405    -0.087354       0.5348
338949      15   72680668   72702208     35       4  161405      0.41638      0.33857
25820       15   72756667   72880404    143      18  161405      0.23352      0.40768
646670      15   72911107   72934039     19       7  161405      0.59788      0.27496
55889       15   72937038   72961238      3       2  161405     -0.73813      0.76978
585         15   72968520   73032317    118      18  161405      -0.7015       0.7585
83440       15   73042208   73086126     88      12  161405     -0.81949      0.79375
4756        15   73334056   73599047    567      23  161405       2.2256     0.013022
10021       15   73610700   73671605    168      25  161405        3.866   5.5317e-05
283677      15   73725499   73853854    241      19  161405       1.0998       0.1357
27020       15   73850844   73935753    142      16  161405       1.1604      0.12294
80381       15   73966560   74008359    113      13  161405       1.2536        0.105
388135      15   74026272   74055495     73      17  161405       2.5533    0.0053359
161514      15   74155922   74183055     52      11  161405     -0.14107      0.55609
4016        15   74208789   74245978    143      21  161405      0.21542      0.41472
9399        15   74274059   74296963     54       9  161405     -0.46248      0.67813
5371        15   74277014   74341660    156      16  161405     -0.63171      0.73621
342096      15   74360698   74384891      1       1  161405     0.072002       0.4713
732265      15   74387882   74402549      4       2  161405     -0.65842      0.74487
57611       15   74410544   74430643     13       6  161405      0.93804      0.17411
3671        15   74456087   74470712     33       6  161405       2.8936     0.001904
64220       15   74470302   74512046     94      12  161405       2.9959    0.0013683
80125       15   74518630   74630313    297      28  161405       1.5978     0.055041
1583        15   74628603   74670081     94      14  161405       1.4367     0.075403
8482        15   74700130   74736299     96      15  161405       1.1549      0.12407
84993       15   74736818   74763545     44       4  161405     -0.47031      0.68093
10620       15   74823518   74891972     99       8  161405     -0.40671      0.65789
1198        15   74888327   74924042     51       9  161405     -0.28386      0.61174
80153       15   74921399   74998386     66      13  161405    -0.059229      0.52362
1543        15   75010383   75027951     24       7  161405     -0.90011      0.81597
