# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET39_   57453        11  117296989  117677976   1332     111  161405       1.2755   0.00087674   -4.4409e-16       1.2755
_SET39_   5818         11  119507308  119609435    201      26  161405       0.6005     0.050182   -3.3307e-16       0.6005
_SET39_   50937        11  125825213  125943187    368      38  161405      -0.5565      0.27303   -3.3307e-16      -0.5565
_SET39_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET39_   50863        11  131230371  132208216   2969     226  161405       1.5827   6.2061e-06   -4.4409e-16       1.5827
_SET39_   654429       12    1919433    1947419     92      31  161405       2.0518    0.0013267   -4.4409e-16       2.0518
_SET39_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET39_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET39_   10677        12   58188915   58220193     34       9  161405      0.12982      0.15507   -3.8858e-16      0.12982
_SET39_   374462       12   80828126   81075468    598      42  161405      -2.0974      0.77194   -4.4409e-16      -2.0974
_SET39_   59277        12   96050083   96194565    485      45  161405      0.71278     0.023486   -3.3307e-16      0.71278
_SET39_   1840         12  113484514  113537333    197      35  161405    -0.070365      0.17313    -3.747e-16    -0.070365
_SET39_   8408         12  132369279  132409207     83      11  161405       1.4424      0.01181   -4.4409e-16       1.4424
_SET39_   6547         14   70509434   70665787    606      36  161405       1.3052     0.003714   -4.4409e-16       1.3052
_SET39_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET39_   2009         14  100194056  100409897    623      44  161405      0.91216     0.010437   -3.3307e-16      0.91216
_SET39_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET39_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET39_   84894        15   77903869   77998490    252      23  161405       3.0467   2.3166e-05   -4.4409e-16       3.0467
_SET39_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET39_   10509        15   90717985   90774397    187      19  161405       0.4351     0.073386   -3.8858e-16       0.4351
_SET39_   9742         16    1558928    1672109    349      21  161405      -1.6932       0.7257   -4.4409e-16      -1.6932
_SET39_   2903         16    9845765   10286611   1795      48  161405       2.6313   8.3499e-08   -4.4409e-16       2.6313
_SET39_   10300        16   57759623   57792662     92      21  161405      -1.6673      0.77862   -4.4409e-16      -1.6673
_SET39_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET39_   124925       17   27280423   27343458     80      15  161405      0.20454      0.13609   -3.8858e-16      0.20454
_SET39_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET39_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET39_   4137         17   43961702   44107200    751       6  161405        3.968   4.0772e-08   -4.4409e-16        3.968
_SET39_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET39_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET39_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET39_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET39_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET39_   6925         18   52888062   53313252    663      49  161405       6.9325   4.2118e-17             0       6.9325
_SET39_   5064         19     698953     749830    247      49  161405      0.74703      0.03744   -3.3307e-16      0.74703
_SET39_   566          19     817831     833517     57      11  161405     -0.54115      0.35482   -3.3307e-16     -0.54115
_SET39_   126520       19    1514073    1536955    108      15  161405      -1.4323      0.68068   -4.4409e-16      -1.4323
_SET39_   79816        19    2967536    2996682     96      18  161405       -1.692      0.76623   -4.4409e-16       -1.692
_SET39_   85300        19    3870618    3929580    159      37  161405     -0.76766      0.40857   -3.3307e-16     -0.76766
_SET39_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET39_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET39_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET39_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET39_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET39_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET39_   79143        19   54675606   54703733     75      19  161405     -0.74601      0.41392   -3.3307e-16     -0.74601
_SET39_   23767        20   14303139   14328313     62      13  161405      -1.1972      0.62271   -4.4409e-16      -1.1972
_SET39_   655          20   55742309   55851707    338      26  161405     -0.18074      0.16536   -3.8858e-16     -0.18074
_SET39_   1002         20   59817482   60517173   2900     244  161405     -0.53195      0.01155   -3.3307e-16     -0.53195
_SET39_   140578       21   19390190   19641187    809      84  161405      -1.6155       0.5659   -4.4409e-16      -1.6155
_SET39_   351          21   27251361   27553446    756      54  161405      0.23888     0.042843   -3.8858e-16      0.23888
_SET39_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET39_   27124        22   31508893   31532183     58      13  161405      0.44833     0.086194   -3.8858e-16      0.44833
_SET39_   85377        22   38292155   38339965     66      11  161405     -0.88041      0.48896   -3.3307e-16     -0.88041
_SET39_   83933        22   50682112   50699834     52      10  161405       0.8466     0.041261   -3.3307e-16       0.8466
_SET39_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET40_  VARIABLE = Hipp_ExN_5_GO:0030182~neuron (set)
# _SET40_  NGENES = 147
# _SET40_  P-VALUE = 2.8627e-05
_SET40_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET40_   57540         1   11529295   11599140    176      16  161405       1.3824    0.0092796   -4.4409e-16       1.3824
_SET40_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET40_   100532736     1   19913471   19986449    193      29  161405    -0.040917      0.16874    -3.747e-16    -0.040917
_SET40_   4681          1   19959723   19986449     88      21  161405     0.095021      0.14841    -3.747e-16     0.095021
_SET40_   4610          1   40359596   40377687     37      10  161405       1.0554     0.026239   -4.4409e-16       1.0554
_SET40_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET40_   7804          1   53706536   53803821    217      33  161405        2.148   0.00069077   -4.4409e-16        2.148
_SET40_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET40_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET40_   1952          1  109782641  109819878    104      19  161405     0.007912      0.17125   -3.7643e-16     0.007912
_SET40_   10100         1  115589132  115642121    211      24  161405       2.7569    7.245e-05   -4.4409e-16       2.7569
_SET40_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET40_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET40_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET40_   57549         1  159895329  159925386     91      21  161405      -1.3891        0.671   -4.4409e-16      -1.3891
_SET40_   57216         1  160360364  160399968     86      12  161405        1.968    0.0019615   -4.4409e-16        1.968
_SET40_   5087          1  164518597  164822567    794     109  161405       1.4132    0.0031484   -4.4409e-16       1.4132
_SET40_   7143          1  175290435  175722752   1211     107  161405       2.6107   6.1012e-06   -4.4409e-16       2.6107
_SET40_   10446         1  204584798  204664597    189      25  161405       1.6226    0.0038929   -4.4409e-16       1.6226
_SET40_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET40_   5362          1  208194087  208427665    624      60  161405       2.5186   5.3971e-05   -4.4409e-16       2.5186
_SET40_   7483          1  228107665  228145676     88       9  161405     -0.47912      0.33727   -3.8858e-16     -0.47912
_SET40_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET40_   55083         1  245308287  245867928   2023     188  161405     -0.73062     0.033509   -3.3307e-16     -0.73062
_SET40_   56896         2   27060969   27174719    197      13  161405       3.4268   4.8409e-06   -4.4409e-16       3.4268
_SET40_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET40_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET40_   8324          2  202889310  202904660     29       7  161405      0.76873     0.051078   -3.3307e-16      0.76873
_SET40_   8828          2  206537184  206664357    285      49  161405     0.074468      0.12779    -3.747e-16     0.074468
_SET40_   8609          2  207937361  208041970    298      37  161405       1.7066    0.0024685   -4.4409e-16       1.7066
_SET40_   2043          2  222281247  222447010    394      34  161405     -0.74666      0.32225   -3.3307e-16     -0.74666
_SET40_   9855          2  242285664  242435756    344      23  161405      0.83242     0.024731   -3.3307e-16      0.83242
_SET40_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET40_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET40_   7474          3   55498243   55531670     73      16  161405    -0.072573      0.19254    -3.747e-16    -0.072573
_SET40_   55079         3   62353847   62369190     22       5  161405     -0.70227      0.48418   -3.3307e-16     -0.70227
_SET40_   91653         3  112919850  113007806    326      42  161405     -0.86985      0.40977   -3.3307e-16     -0.86985
_SET40_   54437         3  122626540  122757452    398      51  161405       1.7354    0.0020217   -4.4409e-16       1.7354
_SET40_   8997          3  123803558  124441536   1876      85  161405      0.72827     0.000486   -3.3307e-16      0.72827
_SET40_   2047          3  134504099  134980809   1381     107  161405       -1.863      0.46679   -4.4409e-16       -1.863
_SET40_   22865         3  164900510  164924469     34       8  161405     -0.95742      0.54787   -3.3307e-16     -0.95742
_SET40_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET40_   2049          3  184269587  184301696    100      18  161405      -1.8644      0.81899   -4.4409e-16      -1.8644
_SET40_   2119          3  185762606  185836901    130      16  161405        2.878    8.479e-05   -4.4409e-16        2.878
_SET40_   1608          3  185851396  186090023    558      89  161405     -0.56779      0.26781   -3.3307e-16     -0.56779
_SET40_   1400          4    5820991    5904785    304      42  161405     -0.54824      0.29167   -3.3307e-16     -0.54824
_SET40_   84570         4  109730377  110233799   1468      77  161405      -1.9847      0.42922   -4.4409e-16      -1.9847
_SET40_   63973         4  113433172  113447328     33      11  161405      -1.2236      0.62907   -4.4409e-16      -1.2236
_SET40_   79633         4  126227003  126415587    502      40  161405     -0.49214      0.21157   -3.8858e-16     -0.49214
_SET40_   9693          4  160015224  160282814    461      33  161405      0.22575     0.067696   -3.8858e-16      0.22575
_SET40_   57688         5   60618100   60843499    327      23  161405        5.339   5.4224e-11             0        5.339
_SET40_   8507          5   73921731   73947249     60       8  161405         -1.2      0.64374   -4.4409e-16         -1.2
_SET40_   411           5   78071532   78292357    678      40  161405      -2.0097      0.70862   -4.4409e-16      -2.0097
_SET40_   6695          5  136309487  136845018   1390      76  161405       1.4307   0.00022353   -4.4409e-16       1.4307
_SET40_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET40_   6586          5  168087238  168738133   2258     168  161405      -1.5927      0.12679   -4.4409e-16      -1.5927
_SET40_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET40_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET40_   266727        6   37598784   37675766    327      40  161405     -0.77107       0.3647   -3.3307e-16     -0.77107
_SET40_   57497         6   40357873   40565126    771      48  161405      0.55311     0.018507   -3.3307e-16      0.55311
_SET40_   5754          6   43034006   43130958    204      27  161405       3.4573   4.6381e-06   -4.4409e-16       3.4573
_SET40_   5796          6  128288424  128851870    996      69  161405      0.58962      0.01474   -3.3307e-16      0.58962
_SET40_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET40_   375567        7   49803257   49963046    334      36  161405       1.2657    0.0082887   -4.4409e-16       1.2657
_SET40_   10512         7   80370354   80561695    422      53  161405     -0.31526      0.20712   -3.8858e-16     -0.31526
_SET40_   9723          7   82991722   83288479    949      40  161405      -2.2918      0.70917   -4.4409e-16      -2.2918
_SET40_   221914        7   99765729   99784990     33       8  161405       1.7477      0.00423   -4.4409e-16       1.7477
_SET40_   3912          7  107562744  107653804    214      40  161405      -1.5028      0.67826   -4.4409e-16      -1.5028
_SET40_   3084          8   31486820   32624058   3435     134  161405      -1.7646      0.18067   -4.4409e-16      -1.7646
_SET40_   2260          8   38267156   38336352    112      19  161405       4.8363   3.2316e-09             0       4.8363
_SET40_   10565         8   68084246   68265912    192      23  161405      -1.0934      0.54981   -4.4409e-16      -1.0934
_SET40_   340419        8  108910044  109105913    451      40  161405     -0.13897      0.13646   -3.8858e-16     -0.13897
_SET40_   4781          9   14080342   14408982    770     122  161405      0.45824     0.046272   -3.8858e-16      0.45824
_SET40_   158038        9   27946584   29222998   4431     163  161405     -0.36351     0.010254   -3.8858e-16     -0.36351
_SET40_   10507         9   91974206   92122906    498      47  161405       -1.532      0.61275   -4.4409e-16       -1.532
_SET40_   7046          9  101857412  101917974    105      11  161405      -1.2192      0.63764   -4.4409e-16      -1.2192
_SET40_   8013          9  102574137  102630673     45       9  161405     0.034642      0.17556    -3.747e-16     0.034642
_SET40_   9355          9  126763889  126797072     87      10  161405     0.071451      0.16248    -3.747e-16     0.071451
_SET40_   2902          9  140023609  140064714     71      16  161405      0.89996     0.032654   -3.3307e-16      0.89996
_SET40_   26012         9  140340522  140363808     27      11  161405      -1.5197      0.72639   -4.4409e-16      -1.5197
_SET40_   57118        10   12381583   12873235   1753     174  161405      0.84161   0.00094982   -3.3307e-16      0.84161
_SET40_   8829         10   33464919   33633833    602      51  161405       1.7669   0.00092783   -4.4409e-16       1.7669
_SET40_   288          10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET40_   9211         10   95507566   95559416    152      28  161405     -0.94816      0.48429   -3.3307e-16     -0.94816
_SET40_   57715        10  102719254  102746873     38       7  161405       2.1884    0.0012252   -4.4409e-16       2.1884
_SET40_   30819        10  103584231  103613769     43      10  161405       2.1656    0.0011507   -4.4409e-16       2.1656
_SET40_   2018         10  119291956  119310557     50      10  161405      -1.7258      0.80227   -4.4409e-16      -1.7258
_SET40_   2263         10  123236344  123367972    248      48  161405      -2.0851      0.85363   -4.4409e-16      -2.0851
_SET40_   219527       11   56939221   56960688     58       9  161405      0.47182     0.087105   -3.8858e-16      0.47182
_SET40_   349667       11   57217926   57245884     20       7  161405       1.2049     0.019584   -4.4409e-16       1.2049
_SET40_   6809         11   59512479   59574855    179       8  161405      0.29074      0.15492   -3.8858e-16      0.29074
_SET40_   23769        11   63793442   63888155    204      35  161405       3.7348    9.887e-07   -4.4409e-16       3.7348
_SET40_   6712         11   66448467   66506716     46      16  161405       2.2626   0.00074519   -4.4409e-16       2.2626
_SET40_   25987        11   76483357   76510698     69      11  161405      0.76904     0.049258   -3.3307e-16      0.76904
_SET40_   26011        11   78362828   79162014   2179     196  161405     -0.36582    0.0088389   -3.8858e-16     -0.36582
_SET40_   1813         11  113278817  113356413    194      25  161405       5.1559   3.2148e-10             0       5.1559
_SET40_   57453        11  117296989  117677976   1332     111  161405       1.2755   0.00087674   -4.4409e-16       1.2755
_SET40_   5818         11  119507308  119609435    201      26  161405       0.6005     0.050182   -3.3307e-16       0.6005
_SET40_   50937        11  125825213  125943187    368      38  161405      -0.5565      0.27303   -3.3307e-16      -0.5565
_SET40_   84623        11  126291888  126880766   1964     148  161405        1.691   1.6761e-05   -4.4409e-16        1.691
_SET40_   50863        11  131230371  132208216   2969     226  161405       1.5827   6.2061e-06   -4.4409e-16       1.5827
_SET40_   654429       12    1919433    1947419     92      31  161405       2.0518    0.0013267   -4.4409e-16       2.0518
_SET40_   4908         12    5531280    5605965    203      33  161405      0.36874     0.079773   -3.8858e-16      0.36874
_SET40_   5800         12   15465191   15752765    594      49  161405       1.4965    0.0021909   -4.4409e-16       1.4965
_SET40_   10677        12   58188915   58220193     34       9  161405      0.12982      0.15507   -3.8858e-16      0.12982
_SET40_   374462       12   80828126   81075468    598      42  161405      -2.0974      0.77194   -4.4409e-16      -2.0974
_SET40_   59277        12   96050083   96194565    485      45  161405      0.71278     0.023486   -3.3307e-16      0.71278
_SET40_   1840         12  113484514  113537333    197      35  161405    -0.070365      0.17313    -3.747e-16    -0.070365
_SET40_   8408         12  132369279  132409207     83      11  161405       1.4424      0.01181   -4.4409e-16       1.4424
_SET40_   23768        14   85986411   86096540    341      37  161405     -0.23095      0.18066   -3.8858e-16     -0.23095
_SET40_   57611        15   74410544   74430643     13       6  161405      0.13209      0.17411   -3.8858e-16      0.13209
_SET40_   8482         15   74700130   74736299     96      15  161405      0.27444      0.12407   -3.8858e-16      0.27444
_SET40_   84894        15   77903869   77998490    252      23  161405       3.0467   2.3166e-05   -4.4409e-16       3.0467
_SET40_   4916         15   88418448   88810026    844      66  161405       1.9496   0.00024099   -4.4409e-16       1.9496
_SET40_   10509        15   90717985   90774397    187      19  161405       0.4351     0.073386   -3.8858e-16       0.4351
_SET40_   9742         16    1558928    1672109    349      21  161405      -1.6932       0.7257   -4.4409e-16      -1.6932
_SET40_   10300        16   57759623   57792662     92      21  161405      -1.6673      0.77862   -4.4409e-16      -1.6673
_SET40_   23108        17    2649050    2942535   1071     151  161405       1.3801    0.0019121   -4.4409e-16       1.3801
_SET40_   124925       17   27280423   27343458     80      15  161405      0.20454      0.13609   -3.8858e-16      0.20454
_SET40_   8851         17   30804105   30819771     12       4  161405        2.918   8.3977e-05   -4.4409e-16        2.918
_SET40_   4761         17   37758521   37774175     29       5  161405       2.4066   0.00098556   -4.4409e-16       2.4066
_SET40_   4137         17   43961702   44107200    751       6  161405        3.968   4.0772e-08   -4.4409e-16        3.968
_SET40_   3675         17   48123340   48169349    129      17  161405      -1.7209      0.79943   -4.4409e-16      -1.7209
_SET40_   84687        17   48209601   48237877     37      10  161405      -0.7395      0.44131   -3.3307e-16      -0.7395
_SET40_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET40_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET40_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET40_   6925         18   52888062   53313252    663      49  161405       6.9325   4.2118e-17             0       6.9325
_SET40_   5064         19     698953     749830    247      49  161405      0.74703      0.03744   -3.3307e-16      0.74703
_SET40_   126520       19    1514073    1536955    108      15  161405      -1.4323      0.68068   -4.4409e-16      -1.4323
_SET40_   79816        19    2967536    2996682     96      18  161405       -1.692      0.76623   -4.4409e-16       -1.692
_SET40_   85300        19    3870618    3929580    159      37  161405     -0.76766      0.40857   -3.3307e-16     -0.76766
_SET40_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET40_   57662        19    7650774    7684696     70      11  161405      -1.9296      0.84586   -4.4409e-16      -1.9296
_SET40_   57622        19   39795957   39816740     33       7  161405     -0.12949      0.29856   -3.8858e-16     -0.12949
_SET40_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET40_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET40_   50944        19   51161552   51230195    153      40  161405       1.1404     0.016283   -4.4409e-16       1.1404
_SET40_   23767        20   14303139   14328313     62      13  161405      -1.1972      0.62271   -4.4409e-16      -1.1972
_SET40_   655          20   55742309   55851707    338      26  161405     -0.18074      0.16536   -3.8858e-16     -0.18074
_SET40_   1002         20   59817482   60517173   2900     244  161405     -0.53195      0.01155   -3.3307e-16     -0.53195
_SET40_   140578       21   19390190   19641187    809      84  161405      -1.6155       0.5659   -4.4409e-16      -1.6155
_SET40_   351          21   27251361   27553446    756      54  161405      0.23888     0.042843   -3.8858e-16      0.23888
_SET40_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET40_   27124        22   31508893   31532183     58      13  161405      0.44833     0.086194   -3.8858e-16      0.44833
_SET40_   85377        22   38292155   38339965     66      11  161405     -0.88041      0.48896   -3.3307e-16     -0.88041
_SET40_   23542        22   51029131   51051479     94      16  161405       2.2922   0.00066075   -4.4409e-16       2.2922

# _SET41_  VARIABLE = Hipp_ExN_5_GO:0031175~neuron (set)
# _SET41_  NGENES = 120
# _SET41_  P-VALUE = 5.1393e-05
_SET41_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET41_   374946        1   11741781   11781836    117      24  161405     0.079578      0.14489    -3.747e-16     0.079578
_SET41_   100532736     1   19913471   19986449    193      29  161405    -0.040917      0.16874    -3.747e-16    -0.040917
_SET41_   4681          1   19959723   19986449     88      21  161405     0.095021      0.14841    -3.747e-16     0.095021
_SET41_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET41_   7804          1   53706536   53803821    217      33  161405        2.148   0.00069077   -4.4409e-16        2.148
_SET41_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET41_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET41_   1952          1  109782641  109819878    104      19  161405     0.007912      0.17125   -3.7643e-16     0.007912
_SET41_   10100         1  115589132  115642121    211      24  161405       2.7569    7.245e-05   -4.4409e-16       2.7569
_SET41_   10500         1  151102661  151129146     58      11  161405       2.1204    0.0014467   -4.4409e-16       2.1204
_SET41_   1141          1  154530257  154553854     42      13  161405       2.5194   0.00040176   -4.4409e-16       2.5194
_SET41_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET41_   57549         1  159895329  159925386     91      21  161405      -1.3891        0.671   -4.4409e-16      -1.3891
_SET41_   57216         1  160360364  160399968     86      12  161405        1.968    0.0019615   -4.4409e-16        1.968
_SET41_   7143          1  175290435  175722752   1211     107  161405       2.6107   6.1012e-06   -4.4409e-16       2.6107
_SET41_   10446         1  204584798  204664597    189      25  161405       1.6226    0.0038929   -4.4409e-16       1.6226
_SET41_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET41_   5362          1  208194087  208427665    624      60  161405       2.5186   5.3971e-05   -4.4409e-16       2.5186
_SET41_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET41_   55083         1  245308287  245867928   2023     188  161405     -0.73062     0.033509   -3.3307e-16     -0.73062
_SET41_   56896         2   27060969   27174719    197      13  161405       3.4268   4.8409e-06   -4.4409e-16       3.4268
_SET41_   2016          2   73134604   73163520     39      11  161405       3.3247   1.2657e-05   -4.4409e-16       3.3247
_SET41_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET41_   8828          2  206537184  206664357    285      49  161405     0.074468      0.12779    -3.747e-16     0.074468
_SET41_   8609          2  207937361  208041970    298      37  161405       1.7066    0.0024685   -4.4409e-16       1.7066
_SET41_   2043          2  222281247  222447010    394      34  161405     -0.74666      0.32225   -3.3307e-16     -0.74666
_SET41_   10752         3     228279     452600    865      65  161405    -0.065633     0.066073    -3.747e-16    -0.065633
_SET41_   1951          3   48672396   48710348     34       4  161405       3.4661   1.5697e-05   -4.4409e-16       3.4661
_SET41_   7474          3   55498243   55531670     73      16  161405    -0.072573      0.19254    -3.747e-16    -0.072573
_SET41_   55079         3   62353847   62369190     22       5  161405     -0.70227      0.48418   -3.3307e-16     -0.70227
_SET41_   91653         3  112919850  113007806    326      42  161405     -0.86985      0.40977   -3.3307e-16     -0.86985
_SET41_   54437         3  122626540  122757452    398      51  161405       1.7354    0.0020217   -4.4409e-16       1.7354
_SET41_   8997          3  123803558  124441536   1876      85  161405      0.72827     0.000486   -3.3307e-16      0.72827
_SET41_   2047          3  134504099  134980809   1381     107  161405       -1.863      0.46679   -4.4409e-16       -1.863
_SET41_   22865         3  164900510  164924469     34       8  161405     -0.95742      0.54787   -3.3307e-16     -0.95742
_SET41_   23043         3  170778792  171188197   1051     112  161405      -1.0081      0.28559   -4.4409e-16      -1.0081
_SET41_   2049          3  184269587  184301696    100      18  161405      -1.8644      0.81899   -4.4409e-16      -1.8644
_SET41_   1400          4    5820991    5904785    304      42  161405     -0.54824      0.29167   -3.3307e-16     -0.54824
_SET41_   84570         4  109730377  110233799   1468      77  161405      -1.9847      0.42922   -4.4409e-16      -1.9847
_SET41_   9693          4  160015224  160282814    461      33  161405      0.22575     0.067696   -3.8858e-16      0.22575
_SET41_   57688         5   60618100   60843499    327      23  161405        5.339   5.4224e-11             0        5.339
_SET41_   8507          5   73921731   73947249     60       8  161405         -1.2      0.64374   -4.4409e-16         -1.2
_SET41_   411           5   78071532   78292357    678      40  161405      -2.0097      0.70862   -4.4409e-16      -2.0097
_SET41_   6695          5  136309487  136845018   1390      76  161405       1.4307   0.00022353   -4.4409e-16       1.4307
_SET41_   57451         5  166396083  167692662   2929     220  161405      0.46606   0.00059591   -3.8858e-16      0.46606
_SET41_   6586          5  168087238  168738133   2258     168  161405      -1.5927      0.12679   -4.4409e-16      -1.5927
_SET41_   90249         5  176227560  176309399    149      33  161405      -2.1282      0.90222   -4.4409e-16      -2.1282
_SET41_   9856          6   24542832   24656383    394      43  161405       2.9344   2.0643e-05   -4.4409e-16       2.9344
_SET41_   57497         6   40357873   40565126    771      48  161405      0.55311     0.018507   -3.3307e-16      0.55311
_SET41_   5754          6   43034006   43130958    204      27  161405       3.4573   4.6381e-06   -4.4409e-16       3.4573
_SET41_   5796          6  128288424  128851870    996      69  161405      0.58962      0.01474   -3.3307e-16      0.58962
_SET41_   6446          6  134488884  134649196    446      66  161405      0.23063     0.086127   -3.8858e-16      0.23063
_SET41_   10512         7   80370354   80561695    422      53  161405     -0.31526      0.20712   -3.8858e-16     -0.31526
_SET41_   9723          7   82991722   83288479    949      40  161405      -2.2918      0.70917   -4.4409e-16      -2.2918
_SET41_   3912          7  107562744  107653804    214      40  161405      -1.5028      0.67826   -4.4409e-16      -1.5028
_SET41_   3084          8   31486820   32624058   3435     134  161405      -1.7646      0.18067   -4.4409e-16      -1.7646
_SET41_   2260          8   38267156   38336352    112      19  161405       4.8363   3.2316e-09             0       4.8363
_SET41_   10565         8   68084246   68265912    192      23  161405      -1.0934      0.54981   -4.4409e-16      -1.0934
_SET41_   4781          9   14080342   14408982    770     122  161405      0.45824     0.046272   -3.8858e-16      0.45824
_SET41_   158038        9   27946584   29222998   4431     163  161405     -0.36351     0.010254   -3.8858e-16     -0.36351
