# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79673       19   58636195   58676477    119      17  161405     -0.15439   -3.8858e-16     -0.15439
10782       19   58684356   58726428     98      18  161405      -1.2609   -4.4409e-16      -1.2609
27300       19   58729960   58790423    199      22  161405    -0.065028    -3.747e-16    -0.065028
7554        19   58780314   58828523    139      22  161405       1.1947   -4.4409e-16       1.1947
342945      19   58828385   58855212     63       4  161405      -2.7388   -4.4409e-16      -2.7388
1           19   58856672   58874865     27       5  161405      -3.3262   -4.4409e-16      -3.3262
162968      19   58864223   58884214     49       8  161405     -0.46296   -3.8858e-16     -0.46296
116412      19   58877490   58902389     69       8  161405      0.86288   -3.3307e-16      0.86288
6193        19   58888636   58907671     44       6  161405       1.0709   -4.4409e-16       1.0709
646862      19   58897457   58909946     31       4  161405       1.1004   -4.4409e-16       1.1004
201514      19   58909245   58931194     67       6  161405     -0.46782   -3.8858e-16     -0.46782
7691        19   58942681   58961589     39       5  161405      -1.0635   -4.4409e-16      -1.0635
388569      19   58952971   58970699     35       6  161405      -1.1148   -4.4409e-16      -1.1148
25799       19   58968412   58986445     22       5  161405     -0.20661   -3.8858e-16     -0.20661
55663       19   58975910   58994101     27       6  161405      0.14886   -3.8858e-16      0.14886
10998       19   59008200   59033432     43      10  161405       1.5117   -4.4409e-16       1.5117
84878       19   59023397   59041845     23       9  161405       2.1405   -4.4409e-16       2.1405
10155       19   59045824   59063587     17       5  161405       2.1301   -4.4409e-16       2.1301
27243       19   59061433   59076495     35      10  161405       2.6619   -4.4409e-16       2.6619
9040        19   59065579   59080343     37      10  161405       2.7981   -4.4409e-16       2.7981
7593        19   59071784   59095757     54      11  161405       2.6435   -4.4409e-16       2.6435
245938      20      58351      78796     25      10  161405     -0.31213   -3.8858e-16     -0.31213
81623       20     113194     127892     34       7  161405      -2.6368   -4.4409e-16      -2.6368
140850      20     128111     141304     58       5  161405      -2.1988   -4.4409e-16      -2.1988
245939      20     167027     180264     61      10  161405      -1.9252   -4.4409e-16      -1.9252
140881      20     197899     212027     26       4  161405     -0.16898   -3.8858e-16     -0.16898
400830      20     228377     243237     80       7  161405      -1.9638   -4.4409e-16      -1.9638
140680      20     250004     281419    138      18  161405      0.67022   -3.3307e-16      0.67022
85364       20     268204     282465     31       7  161405      0.15335   -3.8858e-16      0.15335
6666        20     296215     312372     47       9  161405      -2.4547   -4.4409e-16      -2.4547
80023       20     316789     337012     60      10  161405       0.1655   -3.8858e-16       0.1655
57761       20     346447     379703    159      29  161405     -0.33485   -3.8858e-16     -0.33485
10616       20     378696     413110    107      20  161405      0.24599   -3.8858e-16      0.24599
128637      20     414624     453187     99      15  161405     -0.41601   -3.8858e-16     -0.41601
1457        20     461838     534482    131      19  161405       -1.122   -4.4409e-16       -1.122
6939        20     583137     600910     69      17  161405      -1.2388   -4.4409e-16      -1.2388
140809      20     625759     644014     47      14  161405      0.27164   -3.8858e-16      0.27164
85508       20     640740     666823     87      13  161405      0.68774   -3.3307e-16      0.68774
113278      20     739224     766628    163      27  161405        -1.54   -4.4409e-16        -1.54
83541       20     804354     828422     94      23  161405      -1.0546   -4.4409e-16      -1.0546
51378       20     851263     906977    273      48  161405     -0.37326   -3.8858e-16     -0.37326
343637      20     937595     992907    219      34  161405      -1.5729   -4.4409e-16      -1.5729
9491        20    1083872    1150517    163      26  161405      -2.2219   -4.4409e-16      -2.2219
55321       20    1159713    1176077     40      17  161405     -0.10573    -3.747e-16     -0.10573
400831      20    1174098    1190418     61       9  161405     -0.22747   -3.8858e-16     -0.22747
642636      20    1196707    1237488    107      19  161405      -2.0232   -4.4409e-16      -2.0232
9751        20    1236948    1291471    142      27  161405      0.37486   -3.8858e-16      0.37486
27111       20    1289053    1319879    111      24  161405    -0.092679    -3.747e-16    -0.092679
2280        20    1348121    1383816     92      15  161405      0.51358   -3.3307e-16      0.51358
55968       20    1421307    1458345     83      16  161405      0.87612   -3.3307e-16      0.87612
284759      20    1453736    1482233    119      13  161405    -0.032741    -3.747e-16    -0.032741
128646      20    1513397    1549489    113      17  161405       2.5877   -4.4409e-16       2.5877
10326       20    1543529    1610720    102      18  161405       2.6724   -4.4409e-16       2.6724
55423       20    1608022    1648425    156      21  161405       2.7685   -4.4409e-16       2.7685
140885      20    1864763    1922040    196      40  161405       2.3075   -4.4409e-16       2.3075
5173        20    1957902    1984931     57      10  161405      0.63862   -3.3307e-16      0.63862
140901      20    2072528    2130701    152      18  161405      -1.2068   -4.4409e-16      -1.2068
388780      20    2177574    2195297     65      11  161405      0.77615   -3.3307e-16      0.77615
7053        20    2266613    2323225    183      23  161405     -0.64938   -3.3307e-16     -0.64938
343641      20    2351554    2414899    263      29  161405     -0.99839   -3.3307e-16     -0.99839
6628        20    2440781    2461499     41       7  161405      0.95398   -3.3307e-16      0.95398
79175       20    2460963    2499778     76      16  161405    -0.065167    -3.747e-16    -0.065167
117532      20    2507253    2623994    426      30  161405      0.41534   -3.8858e-16      0.41534
10528       20    2623178    2640539    115      13  161405        1.053   -4.4409e-16        1.053
3420        20    2637541    2654865     46       8  161405       2.6125   -4.4409e-16       2.6125
57593       20    2663524    2742254    175      25  161405      0.82849   -3.3307e-16      0.82849
56265       20    2773215    2791292     59      12  161405     -0.71269   -3.3307e-16     -0.71269
128653      20    2785633    2797976     24       7  161405     -0.19605   -3.8858e-16     -0.19605
100288797   20    2786585    2799304     25       8  161405     0.058938    -3.747e-16     0.058938
64601       20    2811373    2848878     98      10  161405        2.688   -4.4409e-16        2.688
64773       20    2814460    2831889     37      10  161405       2.2695   -4.4409e-16       2.2695
5786        20    2834841    3020816    294      17  161405       1.9125   -4.4409e-16       1.9125
2797        20    3014268    3027891     24       5  161405       2.3678   -4.4409e-16       2.3678
64949       20    3016675    3030396     30       6  161405       2.3281   -4.4409e-16       2.3281
5020        20    3042266    3054663     52      17  161405      -1.5699   -4.4409e-16      -1.5699
551         20    3061702    3075370     24       9  161405      -1.1892   -4.4409e-16      -1.1892
22888       20    3086719    3150556    156      21  161405      -1.7163   -4.4409e-16      -1.7163
60493       20    3125665    3150532     62      17  161405      -1.4647   -4.4409e-16      -1.4647
9762        20    3141763    3164238     71      17  161405      0.07746    -3.747e-16      0.07746
65992       20    3169512    3195295    100      16  161405      0.14341   -3.8858e-16      0.14341
3704        20    3179514    3206016     98      15  161405      0.45217   -3.8858e-16      0.45217
83959       20    3206563    3232109     94      17  161405       1.1977   -4.4409e-16       1.1977
25943       20    3228448    3398587    588      17  161405       1.6472   -4.4409e-16       1.6472
8455        20    3441665    3633269    493      23  161405      -0.6005   -3.3307e-16      -0.6005
64096       20    3638439    3654046     73      14  161405        2.384   -4.4409e-16        2.384
80332       20    3647120    3672755    101      29  161405      0.98262   -3.3307e-16      0.98262
6614        20    3666117    3703213    130      19  161405     -0.73151   -3.3307e-16     -0.73151
116835      20    3703317    3735258     78      19  161405     -0.77574   -3.3307e-16     -0.77574
54976       20    3732646    3759035     94      25  161405     -0.56347   -3.3307e-16     -0.56347
25876       20    3756651    3772113     27       8  161405     -0.89269   -3.3307e-16     -0.89269
994         20    3757419    3788265     72      13  161405     -0.67596   -3.3307e-16     -0.67596
1059        20    3762998    3777337     26       6  161405     -0.57504   -3.3307e-16     -0.57504
55317       20    3791171    3807454     53       9  161405     -0.47081   -3.8858e-16     -0.47081
57506       20    3817446    3858270    107      31  161405       0.4828   -3.8858e-16       0.4828
80025       20    3859486    3906038    112      14  161405      0.95723   -3.3307e-16      0.95723
11237       20    3910568    4006216    219      17  161405       1.0836   -4.4409e-16       1.0836
54498       20    4119426    4169894    195      28  161405      -3.0594   -4.4409e-16      -3.0594
146         20    4199778    4239659    126      22  161405       2.1009   -4.4409e-16       2.1009
5621        20    4656797    4683735     69      13  161405     -0.29042   -3.8858e-16     -0.29042
23627       20    4692556    4710606    112      18  161405       -2.312   -4.4409e-16       -2.312
9770        20    4759169    4814291    270      34  161405      -1.0092   -4.4409e-16      -1.0092
9962        20    4831502    5000939    423      56  161405     -0.49253   -3.8858e-16     -0.49253
29058       20    5047629    5103736    123       9  161405      -1.2446   -4.4409e-16      -1.2446
5111        20    5094099    5117268     62       5  161405    -0.033821    -3.747e-16    -0.033821
8760        20    5097407    5180033    217      24  161405      0.96752   -3.3307e-16      0.96752
128674      20    5280211    5307378    193      13  161405      -1.2901   -4.4409e-16      -1.2901
56261       20    5523580    5601672    193      23  161405      -1.8304   -4.4409e-16      -1.8304
149840      20    5721043    5846058    517      59  161405     -0.82588   -3.3307e-16     -0.82588
1114        20    5881974    5907507    104      10  161405      -1.6152   -4.4409e-16      -1.6152
51605       20    5916979    5941204     94      14  161405      -2.2812   -4.4409e-16      -2.2812
84515       20    5921298    5977352    169      20  161405      -2.9568   -4.4409e-16      -2.9568
54675       20    5976739    6022199    120      17  161405     -0.59892   -3.3307e-16     -0.59892
164312      20    6019692    6044726     73      12  161405      -0.7331   -3.3307e-16      -0.7331
55612       20    6053992    6114191    264      23  161405     -0.95434   -3.3307e-16     -0.95434
650         20    6738745    6762410     61      16  161405     -0.27351   -3.8858e-16     -0.27351
54363       20    7862131    7931093    217      29  161405      -1.1778   -4.4409e-16      -1.1778
56255       20    7960213    8010393    143      14  161405      0.16948   -3.8858e-16      0.16948
23236       20    8102912    8867047   2345     160  161405     -0.85094   -3.3307e-16     -0.85094
5332        20    9039357    9462963    915      73  161405      -1.6148   -4.4409e-16      -1.6148
24141       20    9485005    9512671     83      19  161405      0.43239   -3.8858e-16      0.43239
57144       20    9516537    9829687    995      85  161405      -1.3047   -4.4409e-16      -1.3047
63926       20   10005697   10038907     97      16  161405       0.3899   -3.8858e-16       0.3899
6616        20   10189477   10289568    231      37  161405       0.6418   -3.3307e-16       0.6418
8195        20   10383928   10424887    147      14  161405        0.489   -3.8858e-16        0.489
128710      20   10405951   10606051    611      32  161405      -1.5628   -4.4409e-16      -1.5628
182         20   10616832   10664694    131      28  161405      -1.5851   -4.4409e-16      -1.5851
22903       20   11861377   11908743    117       9  161405      -1.5737   -4.4409e-16      -1.5737
55304       20   12979627   13148911    785      46  161405      -1.4236   -4.4409e-16      -1.4236
140862      20   13192418   13282797    363      50  161405     -0.78414   -3.3307e-16     -0.78414
55617       20   13368536   13629583    609      27  161405      -1.0847   -4.4409e-16      -1.0847
51575       20   13693469   13775579    226      24  161405      -1.3248   -4.4409e-16      -1.3248
79133       20   13755672   13800567    129      19  161405     -0.72789   -3.3307e-16     -0.72789
80343       20   13828135   13985979    439      43  161405      -1.4293   -4.4409e-16      -1.4293
140733      20   13966146   16035342   6166     310  161405      0.19083   -3.8858e-16      0.19083
23767       20   14303139   14328313     62      13  161405      -1.1972   -4.4409e-16      -1.1972
55614       20   16251242   16564079   1086      53  161405       1.3988   -4.4409e-16       1.3988
6629        20   16700609   16723917     82      16  161405      -1.0453   -4.4409e-16      -1.0453
56914       20   16718998   16734309     55      18  161405     -0.33028   -3.8858e-16     -0.33028
5126        20   17196752   17466723    952      56  161405      0.30359   -3.8858e-16      0.30359
631         20   17473050   17559865    284      45  161405      0.64485   -3.3307e-16      0.64485
11034       20   17539818   17590387    104      13  161405       -1.547   -4.4409e-16       -1.547
6238        20   17592823   17672934    168      26  161405       1.1045   -4.4409e-16       1.1045
140836      20   17664320   17718017    174      21  161405      0.64407   -3.3307e-16      0.64407
27131       20   17920744   17959490    136      11  161405      -0.4051   -3.8858e-16      -0.4051
92667       20   17939534   17973265    115      11  161405     -0.44276   -3.8858e-16     -0.44276
58495       20   18003296   18049834    180      30  161405     -0.75119   -3.3307e-16     -0.75119
100303755   20   18108499   18170516    208      36  161405      -2.6578   -4.4409e-16      -2.6578
57325       20   18112868   18170531    190      34  161405      -2.6249   -4.4409e-16      -2.6249
7692        20   18258872   18299140    136      21  161405     -0.31865   -3.8858e-16     -0.31865
55184       20   18362511   18457995    271      23  161405       1.4456   -4.4409e-16       1.4456
10621       20   18438033   18466787     83      14  161405       1.0024   -4.4409e-16       1.0024
10741       20   18465684   18487899     65      13  161405      0.78277   -3.3307e-16      0.78277
10483       20   18478188   18543559    211      16  161405      0.56103   -3.3307e-16      0.56103
92675       20   18558556   18746061    691      23  161405    0.0040822   -3.7557e-16    0.0040822
140856      20   18784370   18796536     35      11  161405     -0.71898   -3.3307e-16     -0.71898
100128496   20   18788872   18820839     84      19  161405     -0.23197   -3.8858e-16     -0.23197
57419       20   19183290   19705041   1547     101  161405     -0.34148   -3.8858e-16     -0.34148
54453       20   19728254   19984603    910      93  161405     -0.78674   -3.3307e-16     -0.78674
51126       20   19987934   20015773     49      11  161405     -0.38109   -3.8858e-16     -0.38109
51340       20   20013505   20046690    114      13  161405     -0.49198   -3.8858e-16     -0.49198
26074       20   20023158   20342859    966      59  161405     0.097114    -3.747e-16     0.097114
3642        20   20338765   20353093     21       8  161405     -0.31343   -3.8858e-16     -0.31343
57186       20   20368702   20703281    413      26  161405     -0.52126   -3.3307e-16     -0.52126
55857       20   21096624   21228760    206      12  161405       1.6705   -4.4409e-16       1.6705
22803       20   21273942   21371963    190      16  161405       2.5488   -4.4409e-16       2.5488
644524      20   21374505   21388047     26       8  161405       2.2828   -4.4409e-16       2.2828
4821        20   21490155   21504664     19       6  161405        1.982   -4.4409e-16        1.982
5075        20   21676297   21700624     36       9  161405       -1.221   -4.4409e-16       -1.221
3170        20   22560142   22576101     23       3  161405      -1.5555   -4.4409e-16      -1.5555
6754        20   23006057   23018814     42       8  161405    -0.026163    -3.747e-16    -0.026163
7056        20   23024770   23040301     33       8  161405     -0.18973   -3.8858e-16     -0.18973
22918       20   23058493   23076977     30       7  161405      -1.8522   -4.4409e-16      -1.8522
29107       20   23321373   23336908     51      10  161405      -1.0381   -4.4409e-16      -1.0381
64412       20   23332769   23355183     72       9  161405      -1.3785   -4.4409e-16      -1.3785
63908       20   23353656   23412156    186      15  161405      -1.8643   -4.4409e-16      -1.8643
128817      20   23410322   23427067     54      10  161405      -1.2614   -4.4409e-16      -1.2614
140880      20   23429541   23443482     34       4  161405      -1.7639   -4.4409e-16      -1.7639
10047       20   23461766   23478155     51      10  161405      -2.6898   -4.4409e-16      -2.6898
128821      20   23543869   23559386     72       3  161405     -0.45812   -3.8858e-16     -0.45812
128822      20   23581547   23596610     47       4  161405     -0.15402   -3.8858e-16     -0.15402
1471        20   23607034   23628685     68       5  161405      -0.5205   -3.3307e-16      -0.5205
1472        20   23664777   23679662     54       9  161405      -1.3045   -4.4409e-16      -1.3045
1469        20   23726690   23741574     90      13  161405      -1.9112   -4.4409e-16      -1.9112
1470        20   23802904   23817312     92      16  161405       1.2776   -4.4409e-16       1.2776
1473        20   23855072   23870380     41       8  161405     -0.20778   -3.8858e-16     -0.20778
92086       20   23964187   23979475     34       9  161405      -1.6989   -4.4409e-16      -1.6989
79953       20   24439835   24648753    424      48  161405      -1.3438   -4.4409e-16      -1.3438
8530        20   24919866   24942064    134      10  161405     -0.11093    -3.747e-16     -0.11093
57136       20   24942066   24983610    140      12  161405     -0.11622    -3.747e-16     -0.11622
84532       20   24985366   25048818    152      25  161405      -1.0633   -4.4409e-16      -1.0633
30813       20   25050021   25073015     59       6  161405     -0.73928   -3.3307e-16     -0.73928
955         20   25166327   25208865    132      18  161405       1.1745   -4.4409e-16       1.1745
5834        20   25218706   25280148    194      12  161405      0.49641   -3.8858e-16      0.49641
26090       20   25273879   25381618    248      11  161405      0.40096   -3.8858e-16      0.40096
9837        20   25378323   25430691    136      10  161405      0.45048   -3.8858e-16      0.45048
22981       20   25431833   25576167    319      21  161405      0.85899   -3.3307e-16      0.85899
140838      20   25592071   25614648     61       5  161405       0.5677   -3.3307e-16       0.5677
26152       20   25653244   25687515     71       8  161405      0.89683   -3.3307e-16      0.89683
245929      20   29835467   29848935     43       9  161405     -0.78489   -3.3307e-16     -0.78489
245930      20   29889515   29906388     48      10  161405      -1.4099   -4.4409e-16      -1.4099
117285      20   29946421   29963226     29       8  161405      -1.8689   -4.4409e-16      -1.8689
245932      20   29963466   29988452     70      12  161405     -0.97092   -3.3307e-16     -0.97092
245934      20   29991148   30016314     64       8  161405     -0.45411   -3.8858e-16     -0.45411
245936      20   30018411   30039560     58       8  161405      0.21976   -3.8858e-16      0.21976
245937      20   30051809   30070816     35       8  161405     -0.42116   -3.8858e-16     -0.42116
28954       20   30053091   30074208     38       8  161405    -0.091659    -3.747e-16    -0.091659
81502       20   30092213   30159678    124       6  161405      0.73562   -3.3307e-16      0.73562
3397        20   30183086   30195818     40       3  161405      0.73832   -3.3307e-16      0.73832
84701       20   30215685   30234337     46       4  161405      0.83081   -3.3307e-16      0.83081
598         20   30250761   30321752     99       9  161405      0.39303   -3.8858e-16      0.39303
22974       20   30316904   30391105    116      10  161405      0.11919    -3.747e-16      0.11919
85366       20   30397115   30424000     63       8  161405      0.21536   -3.8858e-16      0.21536
2307        20   30430603   30443420     28       9  161405      0.76009   -3.3307e-16      0.76009
128853      20   30433941   30468479     78      18  161405      0.33533   -3.8858e-16      0.33533
164395      20   30448440   30534270    171      27  161405      0.33107   -3.8858e-16      0.33107
81572       20   30531258   30566513     52       9  161405     -0.57818   -3.3307e-16     -0.57818
343702      20   30545805   30587756     68      18  161405      0.24051   -3.8858e-16      0.24051
140706      20   30588200   30621484     67      10  161405      0.53569   -3.3307e-16      0.53569
3055        20   30629991   30691159     97      15  161405       1.1898   -4.4409e-16       1.1898
9777        20   30687309   30756561    119      10  161405   -0.0035976     -3.76e-16   -0.0035976
5326        20   30778807   30805546     20       4  161405      -1.1511   -4.4409e-16      -1.1511
23509       20   30785625   30827967     39       6  161405      -1.1304   -4.4409e-16      -1.1304
9371        20   30855443   30924314     94       9  161405      -0.7065   -3.3307e-16      -0.7065
171023      20   30936147   31028622    111       8  161405      -1.0589   -4.4409e-16      -1.0589
140688      20   31029362   31182875    269      19  161405       1.2494   -4.4409e-16       1.2494
284805      20   31217927   31271743    123      14  161405      0.10487    -3.747e-16      0.10487
149951      20   31288993   31341814    157      13  161405      0.07134    -3.747e-16      0.07134
1789        20   31340191   31398662    160      12  161405       0.3915   -3.8858e-16       0.3915
22919       20   31397699   31439711    119      18  161405    -0.024556    -3.747e-16    -0.024556
388795      20   31441595   31482613    151      17  161405     -0.66909   -3.3307e-16     -0.66909
140732      20   31570079   31602239    120      12  161405      0.38358   -3.8858e-16      0.38358
80341       20   31585384   31613015     81      17  161405     -0.47692   -3.8858e-16     -0.47692
128859      20   31609454   31633353     73      12  161405      -2.3172   -4.4409e-16      -2.3172
359710      20   31633230   31662934     82      11  161405      -1.8776   -4.4409e-16      -1.8776
149954      20   31659318   31701057    155      16  161405     -0.98613   -3.3307e-16     -0.98613
140683      20   31739660   31770723     49       5  161405     -0.75028   -3.3307e-16     -0.75028
128861      20   31795130   31817112     21       9  161405      0.22221   -3.8858e-16      0.22221
51297       20   31813802   31832615     44       4  161405    -0.050815    -3.747e-16    -0.050815
92747       20   31860941   31899184     85      12  161405     -0.41452   -3.8858e-16     -0.41452
51654       20   31945145   31999375     49       8  161405       -1.265   -4.4409e-16       -1.265
6640        20   31994263   32041698     53       8  161405        -1.57   -4.4409e-16        -1.57
9139        20   32067928   32239337    121      20  161405        -1.45   -4.4409e-16        -1.45
128864      20   32240092   32253221     11       3  161405     -0.66746   -3.3307e-16     -0.66746
63941       20   32243393   32272264     31       9  161405     -0.39153   -3.8858e-16     -0.39153
170487      20   32244304   32257831     12       4  161405     -0.80113   -3.3307e-16     -0.80113
1869        20   32261792   32284210     29       9  161405     -0.64085   -3.3307e-16     -0.64085
11264       20   32289050   32318136     57      10  161405      -1.3832   -4.4409e-16      -1.3832
84905       20   32309566   32381575     98      14  161405      -1.0169   -4.4409e-16      -1.0169
128866      20   32389110   32443673     47       7  161405       1.6665   -4.4409e-16       1.6665
22913       20   32571458   32672491    127      14  161405       1.9955   -4.4409e-16       1.9955
8894        20   32674615   32710085     38       6  161405       2.2245   -4.4409e-16       2.2245
434         20   32819188   32858650     55       3  161405      0.19149   -3.8858e-16      0.19149
191         20   32866571   32909608     53       6  161405      0.46438   -3.8858e-16      0.46438
83737       20   32941041   33100698    187      11  161405       2.4229   -4.4409e-16       2.4229
83658       20   33094193   33130262     32       6  161405       2.3944   -4.4409e-16       2.3944
84557       20   33124688   33149649     38       9  161405       1.8774   -4.4409e-16       1.8774
128869      20   33146846   33275089    155      12  161405       1.0917   -4.4409e-16       1.0917
58476       20   33282147   33302740     29       4  161405       2.0405   -4.4409e-16       2.0405
23054       20   33301078   33423433    175      14  161405       2.0814   -4.4409e-16       2.0814
2686        20   33431023   33470661     67      10  161405       2.6881   -4.4409e-16       2.6881
55902       20   33452766   33517269     99       8  161405       1.8896   -4.4409e-16       1.8896
2937        20   33514736   33553794     60       7  161405       2.1673   -4.4409e-16       2.1673
57644       20   33533704   33591740    133      12  161405        2.038   -4.4409e-16        2.038
26133       20   33588707   33690618    253      12  161405       1.5094   -4.4409e-16       1.5094
55741       20   33701660   33745161    127      11  161405       1.1418   -4.4409e-16       1.1418
10544       20   33749740   33805271    120      11  161405       1.4698   -4.4409e-16       1.4698
10893       20   33804539   33866304    103      14  161405       1.7859   -4.4409e-16       1.7859
3692        20   33865209   33882619     34       3  161405       2.1622   -4.4409e-16       2.1622
128876      20   33872034   33890225     31       8  161405       2.3521   -4.4409e-16       2.3521
55245       20   33888869   34009945    195      10  161405      0.14209   -3.8858e-16      0.14209
8200        20   34019649   34036027     31       7  161405      0.10876    -3.747e-16      0.10876
11190       20   34032988   34106860    124       9  161405      -1.0587   -4.4409e-16      -1.0587
140873      20   34107069   34127481     42       7  161405     -0.20424   -3.8858e-16     -0.20424
51614       20   34119778   34146905     53       8  161405     -0.17296   -3.8858e-16     -0.17296
6676        20   34193776   34210467     29       7  161405     -0.86402   -3.3307e-16     -0.86402
8904        20   34212453   34262878    115      10  161405     -0.50847   -3.3307e-16     -0.50847
10137       20   34235347   34262878     64       8  161405     -0.23206   -3.8858e-16     -0.23206
9054        20   34255110   34297287     93      10  161405     -0.31208   -3.8858e-16     -0.31208
140823      20   34277232   34290402     27       5  161405     -0.45355   -3.8858e-16     -0.45355
9584        20   34290031   34340258    135       7  161405     0.093366    -3.747e-16     0.093366
51230       20   34349923   34539792    462      16  161405     -0.79654   -3.3307e-16     -0.79654
51282       20   34540039   34553281     31       5  161405      -1.1439   -4.4409e-16      -1.1439
140894      20   34546529   34620122    107      10  161405      -1.2292   -4.4409e-16      -1.2292
2036        20   34669426   34822221    151      17  161405     -0.40008   -3.8858e-16     -0.40008
25980       20   34814339   34846363     26       7  161405      -1.7589   -4.4409e-16      -1.7589
22839       20   34985444   35158540    196      29  161405     0.048035    -3.747e-16     0.048035
10398       20   35159887   35179726     14       7  161405     0.074831    -3.747e-16     0.074831
60436       20   35191876   35223855     23      12  161405       1.1183   -4.4409e-16       1.1183
100527943   20   35192957   35242460     42      15  161405      0.80889   -3.3307e-16      0.80889
55969       20   35224137   35242460     19       9  161405      0.31746   -3.8858e-16      0.31746
84174       20   35239422   35284619     45      20  161405      0.85929   -3.3307e-16      0.85929
57446       20   35278669   35384541    101      33  161405       0.4537   -3.8858e-16       0.4537
79980       20   35378694   35412578     25      14  161405    -0.032303    -3.747e-16    -0.032303
140710      20   35404345   35502087    135      24  161405      0.69541   -3.3307e-16      0.69541
140711      20   35494570   35524132     66      16  161405       0.1463   -3.8858e-16       0.1463
25939       20   35517785   35590246    130      17  161405     -0.30351   -3.8858e-16     -0.30351
5933        20   35623252   35734403    134      20  161405      0.33101   -3.8858e-16      0.33101
140699      20   35728129   35817974    207      18  161405     -0.52234   -3.3307e-16     -0.52234
6185        20   35797454   35871526    222      14  161405     -0.20626   -3.8858e-16     -0.20626
2691        20   35877989   35897534     45       8  161405      0.22907   -3.8858e-16      0.22907
63905       20   35908051   35947163     73      10  161405     -0.92703   -3.3307e-16     -0.92703
6714        20   35963088   36035335    165      28  161405      0.35968   -3.8858e-16      0.35968
4826        20   36139607   36153592     20       5  161405     -0.39602   -3.8858e-16     -0.39602
10904       20   36144319   36166333     28       7  161405     -0.27089   -3.8858e-16     -0.27089
56259       20   36312357   36502031    304      20  161405      0.88106   -3.3307e-16      0.88106
128434      20   36521499   36575252    149      22  161405      0.43995   -3.8858e-16      0.43995
9675        20   36609919   36671870     79      11  161405     -0.53259   -3.3307e-16     -0.53259
58490       20   36651864   36757682    170      14  161405     -0.57576   -3.3307e-16     -0.57576
7052        20   36755363   36804910    139      12  161405     -0.42891   -3.8858e-16     -0.42891
85449       20   36837407   36899174    161      21  161405     -0.74257   -3.3307e-16     -0.74257
671         20   36922552   36967407    142      24  161405      -1.1797   -4.4409e-16      -1.1797
3929        20   36964814   37007153    165      22  161405     -0.50358   -3.3307e-16     -0.50358
57148       20   37091486   37209004    181      17  161405     -0.36145   -3.8858e-16     -0.36145
149685      20   37199838   37218604     25       6  161405       0.1853   -3.8858e-16       0.1853
343578      20   37220577   37280795    168      28  161405       3.7589   -4.4409e-16       3.7589
140679      20   37343105   37359515     37       9  161405       3.1087   -4.4409e-16       3.1087
79913       20   37366933   37402589    162      16  161405       6.1658             0       6.1658
26051       20   37424348   37553167    308      38  161405       7.3343             0       7.3343
81610       20   37544955   37583203     83       8  161405       2.8732   -4.4409e-16       2.8732
60625       20   37580981   37669866    148      10  161405       3.0917   -4.4409e-16       3.0917
9935        20   39312988   39327880     28       4  161405     -0.95119   -3.3307e-16     -0.95119
7150        20   39647462   39754627    163      26  161405       1.0991   -4.4409e-16       1.0991
5335        20   39756159   39805859     68      17  161405       1.4716   -4.4409e-16       1.4716
23051       20   39805589   39938766    229      22  161405       1.0222   -4.4409e-16       1.0222
64900       20   39959495   39990722     88      17  161405      0.87588   -3.3307e-16      0.87588
90187       20   39987106   40005498     42       8  161405    -0.098307    -3.747e-16    -0.098307
84181       20   40029241   40257133    519      25  161405     -0.51737   -3.3307e-16     -0.51737
11122       20   40699892   41828557   3193     233  161405       1.9665   -4.4409e-16       1.9665
6431        20   42076504   42093745     52      14  161405       2.4084   -4.4409e-16       2.4084
26013       20   42126320   42181090    145      20  161405      0.16777   -3.8858e-16      0.16777
10110       20   42177566   42215817    116      35  161405     -0.46247   -3.8858e-16     -0.46247
51098       20   42209574   42277362    164      12  161405       -1.118   -4.4409e-16       -1.118
4605        20   42285659   42346636    145      12  161405      -1.3304   -4.4409e-16      -1.3304
149699      20   42353301   42365647     32      14  161405      -1.4624   -4.4409e-16      -1.4624
84969       20   42533492   42699756    467      62  161405      0.93539   -3.3307e-16      0.93539
57158       20   42738837   42826218    310      38  161405      -0.7249   -3.3307e-16      -0.7249
51526       20   42823079   42849702     89      14  161405     -0.13072   -3.8858e-16     -0.13072
78997       20   42865739   42911057    101      10  161405     0.070514    -3.747e-16     0.070514
128486      20   42933697   42949889     29       5  161405      0.85489   -3.3307e-16      0.85489
140902      20   42955798   42980932     83       7  161405      0.32319   -3.8858e-16      0.32319
3172        20   42974441   43062985    255      35  161405    -0.083003    -3.747e-16    -0.083003
79183       20   43094526   43124744     43       7  161405      0.25107   -3.8858e-16      0.25107
10955       20   43123364   43160726     53       7  161405      0.76078   -3.3307e-16      0.76078
11142       20   43150422   43249178    169      18  161405      0.12939   -3.8858e-16      0.12939
100         20   43246660   43290376    107      21  161405      -1.0585   -4.4409e-16      -1.0585
8839        20   43333493   43357953     45      17  161405     -0.29574   -3.8858e-16     -0.29574
60598       20   43364488   43382454     50      10  161405     -0.14777   -3.8858e-16     -0.14777
140730      20   43378945   43448979    119      18  161405     -0.84385   -3.3307e-16     -0.84385
7529        20   43504240   43538673     80       6  161405        3.253   -4.4409e-16        3.253
